	country	year_1960	year_1961	year_1962	year_1963	year_1964	year_1965	year_1966	year_1967	year_1968	year_1969	year_1970	year_1971	year_1972	year_1973	year_1974	year_1975	year_1976	year_1977	year_1978	year_1979	year_1980	year_1981	year_1982	year_1983	year_1984	year_1985	year_1986	year_1987	year_1988	year_1989	year_1990	year_1991	year_1992	year_1993	year_1994	year_1995	year_1996	year_1997	year_1998	year_1999	year_2000	year_2001	year_2002	year_2003	year_2004	year_2005	year_2006	year_2007	year_2008	year_2009	year_2010	year_2011	year_2012	year_2013	year_2014	year_2015	year_2016	year_2017	year_2018	year_2019	year_2020
126	Mauritius	659351.0	680757.0	700349.0	718861.0	736381.0	753000.0	768813.0	783917.0	798413.0	812405.0	826000.0	839230.0	852053.0	864819.0	878042.0	892000.0	906507.0	921379.0	933499.0	949888.0	966039.0	980462.0	992521.0	1001691.0	1012221.0	1020528.0	1028360.0	1036082.0	1043239.0	1051260.0	1058775	1070266	1084441.0	1097374.0	1112846.0	1122457	1133996	1148284	1160421	1175267	1186873	1196287	1204621	1213370	1221003	1228254	1233996	1239630	1244121	1247429	1250400	1252404	1255882.0	1258653.0	1260934.0	1262605.0	1263473.0	1264613.0	1265303.0	1265711.0	1265740.0
127	Mexico	37771861.0	38966049.0	40195318.0	41462373.0	42771077.0	44123863.0	45519746.0	46956208.0	48431971.0	49945278.0	51493565.0	53076366.0	54689944.0	56324310.0	57966812.0	59607947.0	61242189.0	62869908.0	64494872.0	66123908.0	67761367.0	69407623.0	71058650.0	72709306.0	74352631.0	75983486.0	77599105.0	79200081.0	80788725.0	82368930.0	83943135	85512621	87075136.0	88625440.0	90156396.0	91663290	93147045	94611008	96056313	97484823	98899845	100298152	101684764	103081020	104514934	106005199	107560155	109170503	110815272	112463886	114092961	115695468	117274156.0	118827158.0	120355137.0	121858251.0	123333379.0	124777326.0	126190782.0	127575529.0	128932753.0
128	Micronesia, Fed. Sts.	44510.0	45939.0	47372.0	48856.0	50476.0	52224.0	54192.0	56308.0	58386.0	60146.0	61415.0	62089.0	62275.0	62268.0	62456.0	63122.0	64360.0	66079.0	68196.0	70515.0	72936.0	75422.0	78015.0	80630.0	83192.0	85641.0	87904.0	89985.0	91984.0	94062.0	96304	98779	101386.0	103901.0	106030.0	107535	108311	108473	108206	107769	107405	107170	107027	106902	106624	106135	105374	104442	103549	102971	102916	103448	104506.0	105922.0	107444.0	108886.0	110215.0	111461.0	112640.0	113811.0	115021.0
129	Moldova	2043664.0	2092667.0	2140063.0	2185050.0	2228429.0	2269399.0	2307959.0	2344108.0	2377848.0	2411588.0	2445328.0	2479871.0	2515217.0	2549760.0	2582697.0	2611616.0	2638126.0	2660619.0	2682309.0	2703999.0	2728099.0	2754609.0	2782725.0	2811645.0	2840565.0	2867878.0	2893584.0	2918487.0	2940177.0	2957047.0	2969097	2975523	2977130.0	2973114.0	2964277.0	2952307	2946401	2935524	2934339	2929735	2923783	2917252	2910504	2902320	2895147	2888111	2880095	2873429	2867964	2864346	2861487	2859833	2859458.0	2858692.0	2856950.0	2834530.0	2802170.0	2755158.0	2708214.0	2663251.0	2617820.0
130	Monaco	22461.0	22813.0	23043.0	23165.0	23236.0	23289.0	23302.0	23292.0	23295.0	23348.0	23487.0	23721.0	24049.0	24445.0	24829.0	25203.0	25523.0	25811.0	26090.0	26391.0	26752.0	27162.0	27633.0	28091.0	28511.0	28836.0	29050.0	29156.0	29232.0	29309.0	29433	29629	29859.0	30145.0	30436.0	30731	31001	31268	31554	31836	32148	32474	32804	33144	33499	33842	34189	34524	34860	35223	35609	36025	36459.0	36899.0	37320.0	37723.0	38070.0	38392.0	38682.0	38967.0	39244.0
131	Mongolia	955514.0	982181.0	1011327.0	1042387.0	1074518.0	1107121.0	1139962.0	1173186.0	1207104.0	1242213.0	1278819.0	1317042.0	1356673.0	1397305.0	1438421.0	1479646.0	1520868.0	1562207.0	1603910.0	1646290.0	1689622.0	1733475.0	1777727.0	1823214.0	1871089.0	1921889.0	1976313.0	2033351.0	2089709.0	2141005.0	2184139	2217918	2243495.0	2263196.0	2280475.0	2298017	2316571	2335744	2355667	2376228	2397417	2419594	2443261	2468765	2496394	2526429	2558854	2593819	2631899	2673794	2719902	2770357	2824698.0	2881783.0	2940111.0	2998433.0	3056358.0	3113788.0	3170214.0	3225166.0	3278292.0
132	Montenegro	480579.0	491140.0	502558.0	513409.0	521753.0	526327.0	526419.0	522796.0	517481.0	513340.0	512407.0	515449.0	521785.0	530220.0	538902.0	546487.0	552562.0	557576.0	562065.0	566888.0	572608.0	579445.0	587001.0	594506.0	600884.0	605398.0	607711.0	608144.0	607413.0	606571.0	606372	607105	608516.0	610170.0	611389.0	611712	611003	609520	607662	606001	604950	607389	609828	612267	613353	614261	615025	615875	616969	618294	619428	620079	620601.0	621207.0	621810.0	622159.0	622303.0	622373.0	622227.0	622028.0	621718.0
133	Morocco	12328532.0	12710587.0	13094890.0	13478425.0	13857656.0	14230163.0	14595351.0	14954037.0	15307267.0	15656846.0	16004732.0	16350883.0	16696890.0	17048525.0	17413149.0	17796171.0	18198836.0	18620087.0	19059773.0	19516942.0	19990006.0	20479709.0	20984023.0	21495088.0	22002641.0	22499111.0	22980334.0	23447256.0	23903592.0	24355624.0	24807461	25260407	25711410.0	26155204.0	26584473.0	26994255	27383472	27754573	28110447	28455504	28793672	29126323	29454765	29782884	30115196	30455563	30804689	31163670	31536807	31929087	32343384	32781860	33241898.0	33715705.0	34192358.0	34663608.0	35126274.0	35581257.0	36029089.0	36471766.0	36910558.0
134	Mozambique	7184870.0	7342117.0	7507309.0	7679465.0	7857107.0	8039217.0	8225919.0	8417698.0	8614445.0	8816056.0	9022747.0	9232655.0	9446235.0	9668655.0	9906963.0	10165216.0	10443954.0	10738534.0	11041206.0	11341405.0	11630194.0	11913085.0	12189817.0	12439773.0	12636120.0	12764385.0	12808566.0	12786353.0	12758003.0	12805950.0	12987292	13328029	13805999.0	14370950.0	14948050.0	15483277	15960445	16397175	16813946	17244176	17711925	18221884	18764147	19331097	19910549	20493927	21080108	21673319	22276596	22894718	23531567	24187500	24862673.0	25560752.0	26286192.0	27042001.0	27829930.0	28649007.0	29496009.0	30366043.0	31255435.0
135	Myanmar	21736947.0	22211626.0	22697664.0	23198238.0	23717785.0	24259356.0	24823937.0	25410054.0	26015239.0	26635852.0	27269063.0	27913749.0	28570093.0	29238168.0	29918469.0	30611093.0	31314347.0	32026748.0	32748782.0	33481397.0	34224316.0	34976465.0	35734273.0	36491804.0	37241530.0	37977087.0	38698484.0	39404350.0	40085653.0	40731439.0	41335188	41890192	42401686.0	42889992.0	43383421.0	43901598	44452203	45027223	45611220	46181075	46719698	47225119	47702163	48148907	48564489	48949931	49301049	49621479	49929642	50250366	50600827	50990612	51413703.0	51852464.0	52280816.0	52680724.0	53045199.0	53382521.0	53708318.0	54045422.0	54409794.0
136	Namibia	634138.0	649274.0	665119.0	681633.0	698797.0	716588.0	734866.0	753683.0	773428.0	794588.0	817474.0	842353.0	868954.0	896264.0	922900.0	947925.0	971117.0	992955.0	1014055.0	1035379.0	1057723.0	1080938.0	1105103.0	1131624.0	1162282.0	1198149.0	1239923.0	1286796.0	1336545.0	1386011.0	1432899	1476399	1516951.0	1555098.0	1591826.0	1627866	1663378	1698029	1731635	1763861	1794583	1823667	1851519	1879113	1907737	1938316	1971318	2006516	2043382	2081039	2118877	2156698	2194777.0	2233506.0	2273426.0	2314901.0	2358044.0	2402623.0	2448300.0	2494524.0	2540916.0
137	Nauru	4377.0	4627.0	4942.0	5270.0	5590.0	5859.0	6065.0	6221.0	6343.0	6445.0	6553.0	6669.0	6798.0	6929.0	7062.0	7178.0	7284.0	7396.0	7505.0	7626.0	7751.0	7871.0	8016.0	8163.0	8331.0	8501.0	8679.0	8868.0	9058.0	9275.0	9506	9766	10030.0	10287.0	10496.0	10626	10677	10643	10567	10449	10335	10219	10102	9990	9906	9848	9827	9846	9880	9945	10009	10069	10136.0	10208.0	10289.0	10374.0	10474.0	10577.0	10678.0	10764.0	10834.0
138	Nepal	10105060.0	10267260.0	10433147.0	10604620.0	10783958.0	10972912.0	11172530.0	11382965.0	11603921.0	11834657.0	12074628.0	12323984.0	12583142.0	12852205.0	13131260.0	13420367.0	13719466.0	14028535.0	14347653.0	14676932.0	15016408.0	15367229.0	15729431.0	16100623.0	16477488.0	16858315.0	17239677.0	17623697.0	18020755.0	18445021.0	18905480	19405506	19938322.0	20489973.0	21040899.0	21576074	22090352	22584772	23057875	23509971	23941099	24347113	24725625	25080880	25419337	25744500	26066687	26382586	26666581	26883531	27013207	27041220	26989160.0	26916795.0	26905982.0	27015033.0	27263430.0	27632682.0	28095712.0	28608715.0	29136808.0
139	Netherlands	11486631.0	11638712.0	11805689.0	11965966.0	12127120.0	12294732.0	12456251.0	12598201.0	12729721.0	12877984.0	13038526.0	13194497.0	13328593.0	13439322.0	13545056.0	13666335.0	13774037.0	13856185.0	13941700.0	14038270.0	14149800.0	14247208.0	14312690.0	14367070.0	14424211.0	14491632.0	14572278.0	14665037.0	14760094.0	14848907.0	14951510	15069798	15184166.0	15290368.0	15382838.0	15459006	15530498	15610650	15707209	15812088	15925513	16046180	16148929	16225302	16281779	16319868	16346101	16381696	16445593	16530388	16615394	16693074	16754962.0	16804432.0	16865008.0	16939923.0	17030314.0	17131296.0	17231624.0	17344874.0	17441139.0
140	New Caledonia	79000.0	81200.0	83400.0	85700.0	88100.0	90500.0	93500.0	96500.0	99500.0	104000.0	112000.0	120000.0	125500.0	128500.0	131000.0	132500.0	134000.0	136000.0	137500.0	138500.0	140050.0	142650.0	145700.0	148700.0	151650.0	154450.0	157350.0	160500.0	163650.0	166898.0	170899	175362	179799.0	184496.0	189482.0	193816	197564	201418	205279	209214	213230	217324	221490	225296	228750	232250	235750	239250	242750	245950	249750	254350	259000.0	263650.0	268050.0	268700.0	269350.0	270000.0	270650.0	271300.0	271960.0
141	New Zealand	2371800.0	2419700.0	2482000.0	2531800.0	2585400.0	2628400.0	2675900.0	2724100.0	2748100.0	2772800.0	2810700.0	2853000.0	2903900.0	2961300.0	3023700.0	3083100.0	3110500.0	3120200.0	3121200.0	3109000.0	3112900.0	3124900.0	3156100.0	3199300.0	3227100.0	3247100.0	3246300.0	3274400.0	3283400.0	3299200.0	3329800	3495100	3531700.0	3572200.0	3620000.0	3673400	3732000	3781300	3815000	3835100	3857700	3880500	3948500	4027200	4087500	4133900	4184600	4223800	4259800	4302600	4350700	4384000	4408100.0	4442100.0	4516500.0	4609400.0	4714100.0	4813600.0	4900600.0	4979300.0	5084300.0
142	Nicaragua	1773132.0	1829772.0	1887426.0	1946240.0	2006478.0	2068379.0	2131973.0	2197303.0	2264623.0	2334285.0	2406523.0	2481345.0	2558705.0	2638699.0	2721417.0	2806859.0	2894967.0	2985480.0	3077861.0	3171404.0	3265520.0	3360142.0	3455129.0	3549711.0	3642978.0	3734343.0	3823133.0	3909672.0	3995529.0	4082958.0	4173435	4267570	4364514.0	4462496.0	4559010.0	4652185	4741571	4827658	4910642	4991041	5069310	5145367	5219324	5292115	5364930	5438692	5513757	5590066	5667436	5745538	5824058	5903035	5982530.0	6062462.0	6142734.0	6223234.0	6303970.0	6384843.0	6465502.0	6545503.0	6624554.0
143	Niger	3388774.0	3486322.0	3588228.0	3693985.0	3802802.0	3914118.0	4027969.0	4144588.0	4263925.0	4385925.0	4510645.0	4637984.0	4768225.0	4902151.0	5040795.0	5184940.0	5335083.0	5491158.0	5652655.0	5818763.0	5989000.0	6163711.0	6343530.0	6528646.0	6719310.0	6915994.0	7118885.0	7328934.0	7548429.0	7780242.0	8026592	8288739	8566773.0	8860297.0	9168316.0	9490289	9826600	10178196	10545720	10929922	11331561	11751364	12189988	12647983	13125914	13624474	14143969	14685404	15250913	15843131	16464025	17114770	17795209.0	18504287.0	19240182.0	20001663.0	20788789.0	21602388.0	22442831.0	23310719.0	24206636.0
144	Nigeria	45138460.0	46063570.0	47029818.0	48032932.0	49066762.0	50127920.0	51217969.0	52342231.0	53506201.0	54717035.0	55982142.0	57296988.0	58665813.0	60114615.0	61677167.0	63374289.0	65221379.0	67203134.0	69271915.0	71361141.0	73423646.0	75440505.0	77427539.0	79414841.0	81448757.0	83562776.0	85766396.0	88048029.0	90395278.0	92788039.0	95212454	97667632	100161708.0	102700751.0	105293701.0	107948339	110668784	113457661	116319763	119260055	122283853	125394046	128596079	131900634	135320420	138865014	142538305	146339971	150269622	154324939	158503203	162805080	167228803.0	171765819.0	176404931.0	181137454.0	185960244.0	190873247.0	195874685.0	200963603.0	206139587.0
145	North Macedonia	1488670.0	1507647.0	1527109.0	1547449.0	1569139.0	1592437.0	1617797.0	1644949.0	1672399.0	1698150.0	1720805.0	1739529.0	1754951.0	1769002.0	1784400.0	1803008.0	1825559.0	1851070.0	1877690.0	1902718.0	1924203.0	1941527.0	1955247.0	1965892.0	1974413.0	1981536.0	1987538.0	1992278.0	1995508.0	1996863.0	1996218	1993304	1988659.0	1984024.0	1981713.0	1983259	1989441	1999588	2012052	2024393	2034823	2042844	2048930	2053426	2057044	2060280	2063132	2065408	2067309	2069030	2070737	2072484	2074275.0	2076065.0	2077780.0	2079335.0	2080746.0	2081996.0	2082957.0	2083458.0	2083380.0
146	Northern Mariana Islands	9980.0	10243.0	10438.0	10591.0	10780.0	11023.0	11341.0	11723.0	12135.0	12577.0	13000.0	13423.0	13884.0	14322.0	14672.0	14917.0	15024.0	15049.0	15167.0	15640.0	16633.0	18168.0	20163.0	22622.0	25496.0	28719.0	32377.0	36371.0	40294.0	43542.0	45752	46662	46473.0	45763.0	45361.0	45872	47518	50052	52999	55633	57453	58319	58412	57954	57240	56547	55886	55215	54621	54194	53971	54013	54306.0	54786.0	55301.0	55779.0	56187.0	56553.0	56889.0	57213.0	57557.0
147	Norway	3581239.0	3609800.0	3638918.0	3666537.0	3694339.0	3723168.0	3753012.0	3784539.0	3816486.0	3847707.0	3875763.0	3903039.0	3933004.0	3960612.0	3985258.0	4007313.0	4026152.0	4043205.0	4058671.0	4072517.0	4085620.0	4099702.0	4114787.0	4128432.0	4140099.0	4152516.0	4167354.0	4186905.0	4209488.0	4226901.0	4241473	4261732	4286401.0	4311991.0	4336613.0	4359184	4381336	4405157	4431464	4461913	4490967	4513751	4538159	4564855	4591910	4623291	4660677	4709153	4768212	4828726	4889252	4953088	5018573.0	5079623.0	5137232.0	5188607.0	5234519.0	5276968.0	5311916.0	5347896.0	5379475.0
148	Oman	551735.0	564891.0	578827.0	593498.0	608890.0	625006.0	642007.0	660117.0	679592.0	700725.0	723842.0	748968.0	776385.0	806985.0	841952.0	882038.0	927434.0	977804.0	1032797.0	1091858.0	1154373.0	1220578.0	1290121.0	1361085.0	1431066.0	1498413.0	1561180.0	1619871.0	1678119.0	1741155.0	1812158	1893761	1983272.0	2072106.0	2148416.0	2204267	2236652	2249759	2251859	2254898	2267973	2294959	2334860	2386164	2445524	2511254	2580753	2657162	2750956	2876186	3041435	3251102	3498031.0	3764805.0	4027255.0	4267341.0	4479217.0	4665926.0	4829476.0	4974992.0	5106622.0
149	Pakistan	44988690.0	46065229.0	47198886.0	48387293.0	49627623.0	50917975.0	52260183.0	53655783.0	55102690.0	56598148.0	58142062.0	59734479.0	61381982.0	63099404.0	64905996.0	66816875.0	68834324.0	70958168.0	73197254.0	75561128.0	78054346.0	80680461.0	83431597.0	86285936.0	89213708.0	92191505.0	95215375.0	98285762.0	101389603.0	104512874.0	107647918	110778655	113911126.0	117086680.0	120362764.0	123776835	127349293	131057432	134843233	138624625	142343583	145978408	149549695	153093371	156664698	160304007	164022626	167808106	171648984	175525610	179424643	183340168	187280125.0	191260799.0	195305012.0	199426953.0	203631356.0	207906210.0	212228288.0	216565317.0	220892331.0
150	Palau	9769.0	10046.0	10329.0	10566.0	10792.0	11005.0	11178.0	11329.0	11460.0	11617.0	11803.0	12051.0	12342.0	12625.0	12823.0	12898.0	12835.0	12646.0	12409.0	12231.0	12178.0	12281.0	12519.0	12842.0	13190.0	13534.0	13835.0	14121.0	14400.0	14704.0	15063	15442	15859.0	16285.0	16735.0	17158	17599	18016	18409	18773	19104	19390	19642	19812	19861	19784	19545	19159	18708	18290	17954	17748	17635.0	17603.0	17625.0	17665.0	17718.0	17809.0	17911.0	18001.0	18092.0
151	Panama	1133005.0	1167120.0	1202447.0	1238893.0	1276331.0	1314679.0	1353847.0	1393824.0	1434676.0	1476481.0	1519286.0	1563093.0	1607797.0	1653208.0	1699056.0	1745142.0	1791389.0	1837804.0	1884427.0	1931302.0	1978489.0	2025965.0	2073748.0	2121863.0	2170330.0	2219200.0	2268500.0	2318259.0	2368556.0	2419424.0	2470946	2523115	2575949.0	2629584.0	2684117.0	2739667	2796291	2853907	2912318	2971197	3030333	3089641	3149195	3209056	3269356	3330222	3391673	3453671	3516204	3579215	3642691	3706479	3770635.0	3835447.0	3901311.0	3968490.0	4037073.0	4106764.0	4176868.0	4246440.0	4314768.0
152	Papua New Guinea	2255858.0	2297052.0	2340349.0	2385943.0	2434220.0	2485433.0	2539683.0	2596820.0	2656636.0	2718805.0	2783132.0	2849522.0	2918138.0	2989201.0	3063051.0	3139944.0	3219825.0	3302636.0	3388631.0	3478093.0	3571209.0	3668102.0	3768489.0	3871490.0	3975950.0	4081022.0	4186499.0	4292575.0	4399320.0	4506996.0	4615843	4725543	4836216.0	4949053.0	5065664.0	5187063	5314258	5446633	5581767	5716166	5847590	5974627	6098621	6223378	6354247	6494902	6646891	6808503	6976200	7144774	7310512	7472196	7631003.0	7788388.0	7946733.0	8107772.0	8271766.0	8438038.0	8606324.0	8776119.0	8947027.0
153	Paraguay	1903990.0	1954552.0	2006675.0	2060340.0	2115573.0	2172309.0	2230733.0	2290797.0	2351926.0	2413396.0	2474757.0	2535877.0	2597149.0	2659418.0	2723816.0	2791236.0	2861868.0	2935710.0	3013281.0	3095151.0	3181627.0	3272922.0	3368763.0	3468533.0	3571275.0	3676206.0	3783074.0	3891725.0	4001678.0	4112396.0	4223413	4334348	4445019.0	4555518.0	4666096.0	4776838	4887638	4998096	5107840	5216346	5323202	5428442	5531958	5632983	5730556	5824095	5913212	5998430	6081296	6163970	6248017	6333981	6421510.0	6510273.0	6599524.0	6688746.0	6777878.0	6867058.0	6956069.0	7044639.0	7132530.0
154	Peru	10155011.0	10446618.0	10749463.0	11062295.0	11383364.0	11711402.0	12045783.0	12386868.0	12735491.0	13092846.0	13459789.0	13836365.0	14221954.0	14615847.0	15017060.0	15424745.0	15838568.0	16258323.0	16683451.0	17113393.0	17547612.0	17985398.0	18426420.0	18870988.0	19319746.0	19772871.0	20230385.0	20691285.0	21153462.0	21614193.0	22071433	22522383	22966822.0	23408135.0	23851405.0	24299168	24753825	25210957	25658070	26078295	26459944	26799289	27100964	27372217	27624226	27866140	28102055	28333050	28562321	28792663	29027680	29264314	29506790.0	29773986.0	30090372.0	30470739.0	30926036.0	31444299.0	31989265.0	32510462.0	32971846.0
155	Philippines	26269741.0	27161052.0	28077345.0	29012630.0	29958687.0	30909997.0	31864175.0	32823970.0	33795203.0	34786309.0	35803591.0	36849678.0	37923400.0	39022759.0	40144250.0	41285741.0	42446659.0	43629415.0	44838485.0	46079844.0	47357741.0	48672831.0	50023564.0	51408910.0	52827047.0	54275836.0	55755346.0	57263835.0	58794999.0	60340768.0	61895169	63454785	65020124.0	66593904.0	68180846.0	69784087	71401743	73030879	74672009	76325927	77991757	79672869	81365260	83051970	84710544	86326251	87888675	89405482	90901967	92414161	93966784	95570049	97212639.0	98871558.0	100513137.0	102113206.0	103663812.0	105172921.0	106651394.0	108116622.0	109581085.0
156	Poland	29637450.0	29964000.0	30308500.0	30712000.0	31139450.0	31444950.0	31681000.0	31987155.0	32294655.0	32548300.0	32664300.0	32783500.0	33055650.0	33357200.0	33678899.0	34015199.0	34356300.0	34689050.0	34965600.0	35247217.0	35574150.0	35898587.0	36230481.0	36571808.0	36904134.0	37201885.0	37456119.0	37668045.0	37824487.0	37961529.0	38110782	38246193	38363667.0	38461408.0	38542652.0	38594998	38624370	38649660	38663481	38660271	38258629	38248076	38230364	38204570	38182222	38165445	38141267	38120560	38125759	38151603	38042794	38063255	38063164.0	38040196.0	38011735.0	37986412.0	37970087.0	37974826.0	37974750.0	37965475.0	37950802.0
157	Portugal	8857716.0	8929316.0	8993985.0	9030355.0	9035365.0	8998595.0	8930990.0	8874520.0	8836650.0	8757705.0	8680431.0	8643756.0	8630430.0	8633100.0	8754365.0	9093470.0	9355810.0	9455675.0	9558250.0	9661265.0	9766312.0	9851362.0	9911771.0	9957865.0	9996232.0	10023613.0	10032734.0	10030031.0	10019610.0	10005000.0	9983218	9960235	9952494.0	9964675.0	9991525.0	10026176	10063945	10108977	10160196	10217828	10289898	10362722	10419631	10458821	10483861	10503330	10522288	10542964	10558177	10568247	10573100	10557560	10514844.0	10457295.0	10401062.0	10358076.0	10325452.0	10300300.0	10283822.0	10286263.0	10305564.0
158	Puerto Rico	2358000.0	2399722.0	2450322.0	2504530.0	2554066.0	2594000.0	2624995.0	2645674.0	2662064.0	2684150.0	2718000.0	2762190.0	2817256.0	2878786.0	2939299.0	2994000.0	3043854.0	3088690.0	3129421.0	3168088.0	3206000.0	3242552.0	3277453.0	3311138.0	3344190.0	3377000.0	3409554.0	3441850.0	3473898.0	3505650.0	3537000	3562110	3585176.0	3615497.0	3649237.0	3683103	3724655	3759430	3781101	3800081	3810605	3818774	3823701	3826095	3826878	3821362	3805214	3782995	3760866	3740410	3721525	3678732	3634488.0	3593077.0	3534874.0	3473232.0	3406672.0	3325286.0	3193354.0	3193694.0	3194034.0
159	Qatar	47383.0	51427.0	56266.0	61721.0	67562.0	73631.0	79850.0	86298.0	93206.0	100880.0	109521.0	119413.0	130505.0	142181.0	153624.0	164314.0	173716.0	182319.0	191947.0	205172.0	223622.0	247984.0	277229.0	309299.0	341272.0	370886.0	397739.0	422154.0	443611.0	461688.0	476275	487354	495403.0	501479.0	507044.0	513447	522531	535320	551566	570486	592467	615013	640872	681791	753332	865410	1022704	1218441	1436670	1654944	1856329	2035862	2196078.0	2336579.0	2459202.0	2565708.0	2654379.0	2724727.0	2781682.0	2832071.0	2881060.0
160	Romania	18406905.0	18555250.0	18676550.0	18797850.0	18919126.0	19031576.0	19215450.0	19534242.0	19799831.0	20009141.0	20250398.0	20461567.0	20657957.0	20835681.0	21029429.0	21293583.0	21551634.0	21756096.0	21951464.0	22090488.0	22207282.0	22353070.0	22475741.0	22560478.0	22640547.0	22732999.0	22836841.0	22949430.0	23057662.0	23161458.0	23201835	23001155	22794284.0	22763280.0	22730211.0	22684270	22619004	22553978	22507344	22472040	22442971	22131970	21730496	21574326	21451748	21319685	21193760	20882982	20537875	20367487	20246871	20147528	20058035.0	19983693.0	19908979.0	19815616.0	19702267.0	19588715.0	19473970.0	19371648.0	19286123.0
161	Russian Federation	119897000.0	121236000.0	122591000.0	123960000.0	125345000.0	126745000.0	127468000.0	128196000.0	128928000.0	129664000.0	130404000.0	131155000.0	131909000.0	132669000.0	133432000.0	134200000.0	135147000.0	136100000.0	137060000.0	138027000.0	139010000.0	139941000.0	140823000.0	141668000.0	142745000.0	143858000.0	144894000.0	145908000.0	146857000.0	147721000.0	147969407	148394216	148538197.0	148458777.0	148407912.0	148375787	148160129	147915361	147670784	147214776	146596869	145976482	145306497	144648618	144067316	143518814	143049637	142805114	142742366	142785349	142849468	142960908	143201721.0	143506995.0	143819667.0	144096870.0	144342397.0	144496739.0	144477859.0	144406261.0	144104080.0
162	Rwanda	2935575.0	2998334.0	3052937.0	3105417.0	3164258.0	3235536.0	3321674.0	3420897.0	3529839.0	3643237.0	3757351.0	3871428.0	3987223.0	4106411.0	4231579.0	4364709.0	4506109.0	4655386.0	4812872.0	4978812.0	5153314.0	5329250.0	5504847.0	5690989.0	5902847.0	6146884.0	6443748.0	6779981.0	7088194.0	7276983.0	7288883	7083928	6702239.0	6263758.0	5936253.0	5836490	6013112	6419898	6962800	7501238	7933688	8231150	8427061	8557160	8680516	8840220	9043342	9273759	9524532	9782770	10039338	10293333	10549668.0	10811538.0	11083629.0	11369066.0	11668829.0	11980960.0	12301969.0	12626938.0	12952209.0
163	Samoa	108627.0	112112.0	115768.0	119552.0	123346.0	127055.0	130672.0	134181.0	137484.0	140495.0	143146.0	145407.0	147295.0	148858.0	150191.0	151353.0	152362.0	153218.0	153986.0	154740.0	155522.0	156410.0	157365.0	158345.0	159243.0	159995.0	160552.0	160962.0	161369.0	161935.0	162797	164000	165490.0	167117.0	168689.0	170050	171165	172065	172839	173606	174454	175394	176410	177481	178597	179722	180874	182045	183270	184553	185944	187469	189089.0	190712.0	192220.0	193510.0	194540.0	195358.0	196128.0	197093.0	198410.0
164	San Marino	15440.0	15836.0	16255.0	16669.0	17101.0	17508.0	17919.0	18309.0	18668.0	18980.0	19224.0	19393.0	19490.0	19561.0	19661.0	19829.0	20086.0	20397.0	20764.0	21122.0	21453.0	21761.0	22043.0	22295.0	22546.0	22794.0	23046.0	23297.0	23548.0	23833.0	24124	24454	24830.0	25208.0	25588.0	25925	26253	26563	26851	27141	27460	27818	28175	28561	28942	29324	29694	30068	30434	30825	31221	31655	32103.0	32554.0	32941.0	33270.0	33503.0	33671.0	33784.0	33864.0	33938.0
165	Sao Tome and Principe	64294.0	64597.0	64478.0	64237.0	64278.0	64884.0	66172.0	68039.0	70258.0	72501.0	74570.0	76344.0	77930.0	79463.0	81148.0	83134.0	85475.0	88102.0	90846.0	93458.0	95788.0	97767.0	99478.0	101064.0	102826.0	104926.0	107429.0	110259.0	113288.0	116313.0	119211	121949	124574.0	127066.0	129426.0	131679	133799	135831	137855	139964	142264	144760	147450	150405	153736	157472	161676	166297	171122	175877	180372	184521	188394.0	192076.0	195727.0	199439.0	203221.0	207086.0	211032.0	215048.0	219161.0
166	Saudi Arabia	4086534.0	4218852.0	4362788.0	4516540.0	4677304.0	4843632.0	5015353.0	5195124.0	5387822.0	5599909.0	5836388.0	6100631.0	6392973.0	6711922.0	7054532.0	7419486.0	7802928.0	8207695.0	8646845.0	9137928.0	9691471.0	10311771.0	10988851.0	11701132.0	12418836.0	13118998.0	13794167.0	14445663.0	15070082.0	15666289.0	16233786	16772695	17282686.0	17763297.0	18214475.0	18638790	19033843	19407138	19783301	20194531	20663840	21202646	21805322	22456645	23132686	23816175	24498313	25184589	25888535	26630303	27421468	28267591	29154906.0	30052058.0	30916603.0	31717676.0	32443443.0	33101183.0	33702757.0	34268529.0	34813867.0
167	Senegal	3206757.0	3295280.0	3386803.0	3481654.0	3580241.0	3682879.0	3789381.0	3899648.0	4014107.0	4133324.0	4257508.0	4387532.0	4522886.0	4660726.0	4797188.0	4929846.0	5057375.0	5181505.0	5306685.0	5439069.0	5583157.0	5740441.0	5909734.0	6089567.0	6277420.0	6471329.0	6670665.0	6875746.0	7086624.0	7303511.0	7526306	7755503	7990090.0	8226749.0	8461066.0	8690155	8912872	9130876	9347777	9568717	9797731	10036102	10283694	10541470	10810086	11090123	11382272	11687078	12004700	12335092	12678143	13033814	13401990.0	13782429.0	14174740.0	14578450.0	14993514.0	15419354.0	15854324.0	16296362.0	16743930.0
